batsmen,bowler,delivery,0s,1s,2s,3s,4s,5s,6s
Ajinkya Rahane,Sunil Narine,6,1,1,1,0,2,0,1
Ajinkya Rahane,Tim Southee,1,1,1,1,0,1,0,1
Ajinkya Rahane,Tim Southee,2,1,1,1,0,1,0,1
Ajinkya Rahane,Tim Southee,3,1,1,1,0,1,0,1
Ajinkya Rahane,Tim Southee,5,1,1,1,0,1,0,1
Ajinkya Rahane,Tim Southee,6,1,1,1,0,1,0,1
Ajinkya Rahane,Trent Boult,1,1,1,1,0,1,0,1
Ajinkya Rahane,Trent Boult,2,1,1,1,0,1,0,1
Ajinkya Rahane,Trent Boult,3,1,1,1,0,1,0,1
Ajinkya Rahane,Trent Boult,4,1,1,1,0,1,0,1
Ajinkya Rahane,Trent Boult,5,1,1,1,1,1,0,1
Ajinkya Rahane,Trent Boult,6,1,1,1,1,1,0,1
Ajinkya Rahane,Umesh Yadav,1,2,1,1,1,1,0,1
Ajinkya Rahane,Umesh Yadav,2,2,1,1,1,1,0,1
Ajinkya Rahane,Umesh Yadav,3,1,1,1,1,1,0,1
Ajinkya Rahane,Umesh Yadav,4,1,1,1,1,3,0,1
Ajinkya Rahane,Umesh Yadav,5,2,2,1,1,3,0,1
Ajinkya Rahane,Umesh Yadav,6,1,1,1,1,3,0,1
Ajinkya Rahane,Umesh Yadav,7,1,1,1,1,1,0,1
Ajinkya Rahane,Washington Sundar,1,1,1,1,1,1,0,1
Ajinkya Rahane,Washington Sundar,2,1,2,1,1,1,0,1
Ajinkya Rahane,Washington Sundar,4,1,2,1,1,1,0,1
Ajinkya Rahane,Washington Sundar,5,1,2,1,1,1,0,1
Ajinkya Rahane,Washington Sundar,6,1,1,1,1,1,0,1
Ajinkya Rahane,Yusuf Pathan,1,1,2,1,1,1,0,1
Ajinkya Rahane,Yusuf Pathan,3,1,2,1,1,1,0,1
Ajinkya Rahane,Yusuf Pathan,4,1,1,1,1,1,0,1
Ajinkya Rahane,Yusuf Pathan,5,1,1,1,1,1,0,1
Ajinkya Rahane,Yusuf Pathan,6,1,1,1,1,1,0,1
Ajinkya Rahane,Yuzvendra Chahal,1,1,1,1,1,1,0,1
Ajinkya Rahane,Yuzvendra Chahal,2,1,1,1,1,1,0,1
Ajinkya Rahane,Yuzvendra Chahal,3,1,1,1,1,1,0,1
Ajinkya Rahane,Yuzvendra Chahal,4,1,1,1,1,1,0,1
Ajinkya Rahane,Yuzvendra Chahal,5,1,1,1,1,1,0,1
Akila Dananjaya,Mohammed Shami,4,1,0,0,0,0,0,0
Akila Dananjaya,Mohammed Shami,5,1,0,1,0,0,0,0
Akila Dananjaya,Mohammed Shami,6,1,0,1,0,0,0,0
Akila Dananjaya,Trent Boult,2,1,1,1,0,0,0,0
Akila Dananjaya,Trent Boult,5,1,1,1,0,0,0,0
Akshdeep Nath,Ish Sodhi,1,1,0,0,0,0,0,0
Akshdeep Nath,Ish Sodhi,2,1,0,0,0,0,0,0
Akshdeep Nath,Ish Sodhi,3,1,1,0,0,0,0,0
Akshdeep Nath,Ish Sodhi,5,1,1,0,0,0,0,0
Akshdeep Nath,Ish Sodhi,6,2,1,0,0,0,0,0
Akshdeep Nath,Jaydev Unadkat,2,2,1,0,0,0,0,0
Akshdeep Nath,Jaydev Unadkat,6,1,1,0,0,0,0,0
Akshdeep Nath,Jofra Archer,6,1,1,0,0,0,0,0
Akshdeep Nath,Mahipal Lomror,2,1,1,1,0,0,0,0
Akshdeep Nath,Mahipal Lomror,3,1,1,1,0,0,0,0
Akshdeep Nath,Mahipal Lomror,4,1,1,1,0,1,0,0
Akshdeep Nath,Mahipal Lomror,5,1,1,1,0,1,0,0
Alex Hales,Amit Mishra,1,0,1,0,0,0,0,0
Alex Hales,Amit Mishra,2,0,1,0,0,0,0,0
Alex Hales,Amit Mishra,3,0,1,0,0,0,0,0
Alex Hales,Amit Mishra,4,1,1,0,0,0,0,0
Alex Hales,Amit Mishra,5,1,1,0,0,0,0,0
Alex Hales,Amit Mishra,6,2,1,0,0,0,0,0
Alex Hales,Avesh Khan,1,2,1,1,0,1,0,0
Alex Hales,Avesh Khan,2,1,1,1,0,1,0,0
Alex Hales,Avesh Khan,3,1,1,1,0,1,0,0
Alex Hales,Avesh Khan,4,1,1,1,0,1,0,1
Alex Hales,Avesh Khan,5,1,1,1,0,1,0,1
Alex Hales,Avesh Khan,6,1,1,1,0,1,0,1
Alex Hales,Avesh Khan,7,1,1,1,0,1,0,1
Alex Hales,Ben Stokes,1,1,1,1,0,1,0,1
Alex Hales,Ben Stokes,2,1,1,2,0,1,0,1
Alex Hales,Ben Stokes,3,1,1,2,0,1,0,1
Alex Hales,Ben Stokes,4,1,1,2,0,1,0,1
Alex Hales,Ben Stokes,5,1,1,2,0,1,0,1
Alex Hales,Ben Stokes,6,1,1,2,0,1,0,1
Alex Hales,Dan Christian,2,1,1,2,0,1,0,1
Alex Hales,Dan Christian,4,1,1,2,0,1,0,1
Alex Hales,Dan Christian,5,1,1,2,0,1,0,1
Alex Hales,David Willey,3,1,1,2,0,1,0,1
Alex Hales,Deepak Chahar,1,1,1,2,0,1,0,1
Alex Hales,Deepak Chahar,2,1,1,2,0,1,0,1
Alex Hales,Deepak Chahar,3,2,1,2,0,1,0,1
Alex Hales,Deepak Chahar,4,1,1,2,0,1,0,1
Alex Hales,Deepak Chahar,5,1,1,2,0,1,0,1
Alex Hales,Deepak Chahar,6,1,1,2,0,1,0,1
Alex Hales,Dhawal Kulkarni,1,1,1,2,0,1,0,1
Alex Hales,Dhawal Kulkarni,2,1,1,2,0,1,0,1
Alex Hales,Dhawal Kulkarni,3,1,1,2,0,1,0,1
Alex Hales,Dhawal Kulkarni,4,1,1,2,0,1,0,1
Alex Hales,Dhawal Kulkarni,5,1,1,2,0,1,0,1
Alex Hales,Glenn Maxwell,3,1,1,2,0,1,0,1
Alex Hales,Glenn Maxwell,4,1,1,2,0,1,0,1
Alex Hales,Glenn Maxwell,6,1,1,2,0,1,0,1
Alex Hales,Harshal Patel,2,1,1,2,0,1,0,1
Alex Hales,Harshal Patel,3,1,1,2,0,1,0,1
Alex Hales,Harshal Patel,4,1,1,2,0,1,0,1
Alex Hales,Harshal Patel,5,1,1,2,0,1,0,1
Alex Hales,Ish Sodhi,1,1,1,2,0,1,0,1
Alex Hales,Ish Sodhi,2,1,1,2,0,1,0,1
Alex Hales,Ish Sodhi,3,1,1,1,0,1,0,1
Alex Hales,Ish Sodhi,4,1,1,1,0,1,0,1
Alex Hales,Ish Sodhi,5,1,1,1,0,1,0,1
Alex Hales,Jaydev Unadkat,1,1,1,1,0,1,0,1
Alex Hales,Jaydev Unadkat,2,1,1,1,0,1,0,1
Alex Hales,Jaydev Unadkat,5,1,1,1,0,1,0,1
Alex Hales,Jaydev Unadkat,6,1,1,1,0,1,0,1
Alex Hales,Jofra Archer,1,1,1,1,0,1,0,1
Alex Hales,Jofra Archer,2,1,1,1,0,1,0,1
Alex Hales,Jofra Archer,5,1,1,1,0,1,0,1
Alex Hales,Krishnappa Gowtham,1,1,2,1,0,1,0,1
Alex Hales,Krishnappa Gowtham,3,2,1,1,0,1,0,1
Alex Hales,Krishnappa Gowtham,4,1,1,1,0,1,0,1
Alex Hales,Krishnappa Gowtham,5,1,1,1,0,1,0,1
Alex Hales,Krishnappa Gowtham,6,1,1,1,0,1,0,1
Alex Hales,Liam Plunkett,1,1,1,1,0,1,0,1
Alex Hales,Liam Plunkett,2,1,1,1,0,1,0,1
Alex Hales,Liam Plunkett,3,1,1,1,0,1,0,1
Alex Hales,Liam Plunkett,5,1,1,1,0,1,0,1
Alex Hales,Mahipal Lomror,1,1,1,1,0,1,0,1
Alex Hales,Mahipal Lomror,3,1,1,1,0,1,0,1
Alex Hales,Mahipal Lomror,5,1,1,1,0,1,0,1
Alex Hales,Mahipal Lomror,6,1,1,1,0,1,0,1
Alex Hales,Moeen Ali,1,1,2,1,0,1,0,1
Alex Hales,Moeen Ali,3,2,2,1,0,1,0,1
Alex Hales,Moeen Ali,4,2,2,1,0,1,0,1
Alex Hales,Moeen Ali,6,1,2,1,0,1,0,1
Alex Hales,Mohammed Siraj,3,1,1,1,0,1,0,1
Alex Hales,Mohammed Siraj,5,1,1,1,0,1,0,1
Alex Hales,Mohammed Siraj,6,1,1,1,0,1,0,1
Alex Hales,Shardul Thakur,6,1,1,1,0,1,0,1
Alex Hales,Tim Southee,3,1,1,1,0,1,0,1
Alex Hales,Tim Southee,5,1,1,1,0,1,0,1
Alex Hales,Tim Southee,6,1,1,1,0,1,0,1
Alex Hales,Trent Boult,1,2,1,1,0,1,0,1
Alex Hales,Trent Boult,2,2,1,1,0,1,0,1
Alex Hales,Trent Boult,3,1,1,1,0,1,0,1
Alex Hales,Trent Boult,4,1,1,1,0,1,0,1
Alex Hales,Trent Boult,5,1,1,1,0,1,0,1
Alex Hales,Trent Boult,6,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,1,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,2,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,3,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,4,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,5,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,6,1,1,1,0,1,0,1
Alex Hales,Umesh Yadav,7,1,1,1,0,1,0,1
Alex Hales,Yuzvendra Chahal,1,1,1,1,0,1,0,1
Alex Hales,Yuzvendra Chahal,2,1,1,1,0,1,0,1
Alex Hales,Yuzvendra Chahal,4,1,1,1,0,1,0,1
Alex Hales,Yuzvendra Chahal,5,1,1,1,0,1,0,1
Alex Hales,Yuzvendra Chahal,6,1,1,1,0,1,0,1
Ambati Rayudu,Amit Mishra,1,0,1,0,0,1,0,0
Ambati Rayudu,Amit Mishra,2,1,1,0,0,1,0,0
Ambati Rayudu,Amit Mishra,3,2,1,0,0,1,0,0
Ambati Rayudu,Amit Mishra,4,2,3,0,0,1,0,0
Ambati Rayudu,Amit Mishra,5,2,3,0,0,1,0,1
Ambati Rayudu,Amit Mishra,6,2,1,0,0,1,0,1
Ambati Rayudu,Andre Russell,1,2,2,0,0,1,0,1
Ambati Rayudu,Andre Russell,3,1,2,2,0,1,0,1
Ambati Rayudu,Andre Russell,4,1,2,2,0,2,0,1
Ambati Rayudu,Andre Russell,5,2,1,2,0,2,0,1
Ambati Rayudu,Andre Russell,6,1,1,2,0,2,0,1
Ambati Rayudu,Andrew Tye,2,1,1,2,0,1,0,1
Ambati Rayudu,Andrew Tye,3,1,1,2,0,1,0,1
Ambati Rayudu,Andrew Tye,4,1,1,2,0,1,0,1
Ambati Rayudu,Andrew Tye,5,1,1,2,0,1,0,1
Ambati Rayudu,Ankit Rajpoot,1,1,1,2,0,1,0,1
Ambati Rayudu,Ankit Sharma,1,1,1,2,0,1,0,1
Ambati Rayudu,Ankit Sharma,2,1,1,2,0,1,0,1
Ambati Rayudu,Ankit Sharma,3,1,1,2,0,1,0,1
Ambati Rayudu,Ankit Sharma,6,1,1,2,0,1,0,1
Ambati Rayudu,Avesh Khan,1,1,1,2,0,1,0,1
Ambati Rayudu,Avesh Khan,2,2,2,2,0,1,0,1
Ambati Rayudu,Avesh Khan,3,2,2,2,0,1,0,1
Ambati Rayudu,Avesh Khan,4,1,2,1,0,1,0,1
Ambati Rayudu,Avesh Khan,5,1,2,1,0,1,0,1
Ambati Rayudu,Avesh Khan,6,1,2,1,0,1,0,1
Ambati Rayudu,Barinder Sran,1,1,2,1,0,1,0,1
Ambati Rayudu,Barinder Sran,2,1,2,1,0,1,0,1
Ambati Rayudu,Barinder Sran,3,1,2,1,0,1,0,1
Ambati Rayudu,Barinder Sran,4,1,1,1,0,1,0,1
Ambati Rayudu,Ben Cutting,1,1,1,1,0,1,0,1
Ambati Rayudu,Ben Cutting,2,1,1,1,0,1,0,1
Ambati Rayudu,Ben Cutting,3,1,1,1,0,1,0,1
Ambati Rayudu,Ben Cutting,6,1,1,1,0,1,0,1
Ambati Rayudu,Ben Cutting,7,1,1,1,0,1,0,1
Ambati Rayudu,Ben Laughlin,1,1,1,1,0,1,0,1
Ambati Rayudu,Ben Laughlin,3,1,1,1,0,1,0,1
Ambati Rayudu,Ben Stokes,1,1,1,1,0,1,0,1
Ambati Rayudu,Ben Stokes,2,1,1,1,0,1,0,1
Ambati Rayudu,Ben Stokes,4,1,1,1,0,1,0,1
Ambati Rayudu,Ben Stokes,5,1,1,1,0,1,0,1
Ambati Rayudu,Bhuvneshwar Kumar,1,4,1,1,0,1,0,1
Ambati Rayudu,Bhuvneshwar Kumar,2,1,1,1,0,1,0,2
Ambati Rayudu,Bhuvneshwar Kumar,3,2,1,1,0,1,0,1
Ambati Rayudu,Bhuvneshwar Kumar,4,1,1,1,0,1,0,1
Ambati Rayudu,Bhuvneshwar Kumar,5,1,4,1,0,1,0,1
Ambati Rayudu,Bhuvneshwar Kumar,6,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,1,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,2,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,3,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,4,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,5,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,6,1,1,1,0,1,0,1
Ambati Rayudu,Billy Stanlake,7,1,1,1,0,1,0,1
Ambati Rayudu,Carlos Brathwaite,1,1,1,1,0,1,0,1
Ambati Rayudu,Carlos Brathwaite,2,1,1,1,0,1,0,1
Ambati Rayudu,Carlos Brathwaite,3,1,1,1,0,1,0,1
Ambati Rayudu,Carlos Brathwaite,4,1,1,1,0,1,0,1
Ambati Rayudu,Colin de Grandhomme,1,1,1,1,0,1,0,1
Ambati Rayudu,Colin de Grandhomme,3,1,1,1,0,1,0,1
Ambati Rayudu,Colin de Grandhomme,4,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,1,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,2,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,3,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,4,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,5,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,6,1,1,1,0,1,0,1
Ambati Rayudu,Corey Anderson,7,1,1,1,0,1,0,1
Ambati Rayudu,Deepak Hooda,1,1,1,1,0,1,0,1
Ambati Rayudu,Deepak Hooda,2,1,1,1,0,1,0,1
Ambati Rayudu,Deepak Hooda,5,1,1,1,0,1,0,1
Ambati Rayudu,Glenn Maxwell,1,1,1,1,0,1,0,1
Ambati Rayudu,Glenn Maxwell,2,1,1,1,0,1,0,1
Ambati Rayudu,Glenn Maxwell,4,1,1,1,0,1,0,1
Ambati Rayudu,Glenn Maxwell,6,1,1,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,1,1,2,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,2,1,2,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,3,2,2,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,4,2,2,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,5,2,1,1,0,1,0,1
Ambati Rayudu,Hardik Pandya,6,1,1,1,0,1,0,1
Ambati Rayudu,Harshal Patel,1,1,1,1,0,1,0,1
Ambati Rayudu,Harshal Patel,2,1,1,1,0,1,0,1
Ambati Rayudu,Harshal Patel,4,1,1,1,0,1,0,1
Ambati Rayudu,Harshal Patel,5,1,1,1,0,1,0,1
Ambati Rayudu,Harshal Patel,6,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,1,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,2,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,3,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,4,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,5,1,1,1,0,1,0,1
Ambati Rayudu,Jasprit Bumrah,6,1,1,1,0,1,0,1
Ambati Rayudu,Jofra Archer,1,1,1,1,0,1,0,1
Ambati Rayudu,Krishnappa Gowtham,2,1,1,1,0,1,0,1
Ambati Rayudu,Krishnappa Gowtham,3,1,1,1,0,1,0,1
Ambati Rayudu,Krishnappa Gowtham,5,1,1,1,0,1,0,1
Ambati Rayudu,Krishnappa Gowtham,6,1,1,1,0,1,0,1
Ambati Rayudu,Krunal Pandya,1,1,1,1,0,1,0,1
Ambati Rayudu,Krunal Pandya,2,1,1,1,0,1,0,1
Ambati Rayudu,Krunal Pandya,3,1,1,1,0,1,0,1
Ambati Rayudu,Krunal Pandya,4,1,1,1,0,1,0,1
Ambati Rayudu,Krunal Pandya,6,1,1,1,0,1,0,1
Ambati Rayudu,Kuldeep Yadav,1,1,1,1,0,1,0,1
Ambati Rayudu,Kuldeep Yadav,2,1,1,1,0,1,0,1
Ambati Rayudu,Kuldeep Yadav,3,1,1,1,0,1,0,1
Ambati Rayudu,Kuldeep Yadav,6,1,1,1,0,1,0,1
Ambati Rayudu,Liam Plunkett,2,1,1,1,0,1,0,1
Ambati Rayudu,Liam Plunkett,3,1,1,1,0,1,0,1
Ambati Rayudu,Liam Plunkett,5,1,1,1,0,1,0,1
Ambati Rayudu,Liam Plunkett,6,1,1,1,0,1,0,1
Ambati Rayudu,Mayank Markande,1,1,2,1,0,1,0,1
Ambati Rayudu,Mayank Markande,2,1,2,1,0,1,0,1
Ambati Rayudu,Mayank Markande,3,2,1,1,0,1,0,1
Ambati Rayudu,Mayank Markande,4,2,1,1,0,1,0,1
Ambati Rayudu,Mitchell Johnson,1,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell Johnson,2,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell Johnson,3,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell Johnson,5,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell Johnson,6,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell McClenaghan,2,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell McClenaghan,3,1,2,1,0,1,0,1
Ambati Rayudu,Mitchell McClenaghan,4,1,1,1,0,1,0,1
Ambati Rayudu,Mitchell McClenaghan,5,1,2,1,0,1,0,1
Ambati Rayudu,Mitchell McClenaghan,6,1,2,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,1,1,1,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,2,1,1,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,3,1,1,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,4,1,1,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,5,1,2,1,0,1,0,1
Ambati Rayudu,Mohammed Siraj,7,1,2,1,0,1,0,1
Ambati Rayudu,Mohit Sharma,1,2,2,1,0,1,0,1
Ambati Rayudu,Mohit Sharma,2,1,1,1,0,1,0,1
Ambati Rayudu,Mohit Sharma,4,1,1,1,0,1,0,1
Ambati Rayudu,Mohit Sharma,5,1,1,1,0,1,0,1
Ambati Rayudu,Mujeeb Ur Rahman,1,1,2,1,0,1,0,1
Ambati Rayudu,Mujeeb Ur Rahman,2,1,1,1,0,1,0,1
Ambati Rayudu,Mujeeb Ur Rahman,4,1,1,1,0,1,0,1
Ambati Rayudu,Mujeeb Ur Rahman,5,1,1,1,0,1,0,1
Ambati Rayudu,Mujeeb Ur Rahman,6,1,1,1,0,1,0,1
Ambati Rayudu,Murugan Ashwin,1,1,1,1,0,1,0,1
Ambati Rayudu,Mustafizur Rahman,5,1,1,1,0,1,0,1
Ambati Rayudu,Mustafizur Rahman,6,1,1,1,0,1,0,1
Ambati Rayudu,Pawan Negi,1,1,1,1,0,1,0,1
Ambati Rayudu,Pawan Negi,2,1,1,1,0,1,0,1
Ambati Rayudu,Pawan Negi,3,1,1,1,0,1,0,1
Ambati Rayudu,Pawan Negi,5,1,1,1,0,1,0,1
Ambati Rayudu,Pawan Negi,6,1,1,1,0,1,0,1
Ambati Rayudu,Piyush Chawla,1,1,1,1,0,1,0,1
Ambati Rayudu,Piyush Chawla,2,1,1,1,0,1,0,1
Ambati Rayudu,Piyush Chawla,3,1,1,1,0,1,0,1
Ambati Rayudu,Piyush Chawla,4,1,1,1,0,1,0,1
Ambati Rayudu,Piyush Chawla,5,1,2,1,0,1,0,1
Ambati Rayudu,Rashid Khan,1,3,1,1,0,1,0,1
Ambati Rayudu,Rashid Khan,2,3,3,1,0,1,0,1
Ambati Rayudu,Rashid Khan,3,3,1,1,0,2,0,1
Ambati Rayudu,Rashid Khan,4,2,3,1,0,1,0,1
Ambati Rayudu,Rashid Khan,5,1,4,1,0,1,0,1
Ambati Rayudu,Rashid Khan,6,2,1,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,1,2,2,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,2,2,1,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,3,2,1,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,4,2,2,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,5,1,2,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,6,1,3,1,0,1,0,1
Ambati Rayudu,Ravichandran Ashwin,7,1,1,1,0,1,0,1
Ambati Rayudu,Sam Curran,4,1,1,1,0,1,0,1
Ambati Rayudu,Sandeep Sharma,1,1,1,1,0,1,0,1
Ambati Rayudu,Sandeep Sharma,2,1,1,1,0,1,0,1
Ambati Rayudu,Sandeep Sharma,3,1,1,1,0,1,0,1
Ambati Rayudu,Sandeep Sharma,4,1,2,1,0,1,0,1
Ambati Rayudu,Sandeep Sharma,7,1,1,1,0,1,0,1
Ambati Rayudu,Shakib Al Hasan,1,1,1,1,0,1,0,1
Ambati Rayudu,Shakib Al Hasan,2,1,3,1,0,1,0,1
Ambati Rayudu,Shakib Al Hasan,3,1,1,1,0,1,0,1
Ambati Rayudu,Shakib Al Hasan,4,1,1,1,0,1,0,1
Ambati Rayudu,Shakib Al Hasan,5,1,1,1,0,2,0,1
Ambati Rayudu,Shakib Al Hasan,6,1,4,1,0,1,0,1
Ambati Rayudu,Siddarth Kaul,1,1,5,1,0,1,0,1
Ambati Rayudu,Siddarth Kaul,2,1,5,1,0,1,0,1
Ambati Rayudu,Siddarth Kaul,3,1,2,1,0,1,0,1
Ambati Rayudu,Siddarth Kaul,4,3,1,1,0,1,0,1
Ambati Rayudu,Siddarth Kaul,5,3,1,1,0,2,0,1
Ambati Rayudu,Siddarth Kaul,6,1,2,1,0,2,0,1
Ambati Rayudu,Siddarth Kaul,7,1,1,1,0,2,0,1
Ambati Rayudu,Stuart Binny,7,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,1,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,2,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,3,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,4,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,5,1,1,1,0,1,0,1
Ambati Rayudu,Sunil Narine,6,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,1,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,2,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,3,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,4,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,5,1,1,1,0,1,0,1
Ambati Rayudu,Tim Southee,6,1,1,1,0,1,0,1
Ambati Rayudu,Trent Boult,1,2,1,1,0,1,0,1
Ambati Rayudu,Trent Boult,2,2,2,1,0,1,0,1
Ambati Rayudu,Trent Boult,5,2,2,1,0,1,0,1
Ambati Rayudu,Trent Boult,6,1,1,1,0,1,0,1
Ambati Rayudu,Umesh Yadav,1,3,1,1,0,1,0,1
Ambati Rayudu,Umesh Yadav,2,2,1,1,0,1,0,1
Ambati Rayudu,Umesh Yadav,3,1,2,1,0,1,0,1
Ambati Rayudu,Umesh Yadav,4,1,2,1,0,1,0,1
Ambati Rayudu,Umesh Yadav,6,1,1,1,0,1,0,1
Ambati Rayudu,Vijay Shankar,1,1,1,1,0,1,0,1
Ambati Rayudu,Vijay Shankar,2,1,1,1,0,1,0,1
Ambati Rayudu,Vijay Shankar,3,1,1,1,0,1,0,1
Ambati Rayudu,Vijay Shankar,4,1,1,1,0,1,0,1
Ambati Rayudu,Vijay Shankar,5,1,1,1,0,1,0,1
Ambati Rayudu,Washington Sundar,2,1,1,1,0,1,0,1
Ambati Rayudu,Washington Sundar,3,1,1,1,0,1,0,1
Ambati Rayudu,Washington Sundar,4,1,1,1,0,1,0,1
Ambati Rayudu,Washington Sundar,5,1,1,1,0,1,0,1
Ambati Rayudu,Washington Sundar,6,1,1,1,0,1,0,1
Ambati Rayudu,Yuvraj Singh,1,1,1,1,0,1,0,1
Ambati Rayudu,Yuvraj Singh,3,1,1,1,0,1,0,1
Ambati Rayudu,Yuvraj Singh,7,1,1,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,1,1,1,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,2,1,1,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,3,1,1,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,4,3,1,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,5,1,2,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,6,1,2,1,0,1,0,1
Ambati Rayudu,Yuzvendra Chahal,7,1,2,1,0,1,0,1
Amit Mishra,Barinder Sran,4,0,1,0,0,0,0,0
Amit Mishra,Barinder Sran,6,1,1,0,0,0,0,0
Andre Russell,Amit Mishra,2,1,0,0,0,0,0,0
Andre Russell,Amit Mishra,3,1,0,1,0,0,0,0
Andre Russell,Amit Mishra,4,1,2,1,0,0,0,0
Andre Russell,Andrew Tye,3,1,2,1,0,1,0,0
Andre Russell,Andrew Tye,4,1,2,1,0,1,0,0
Andre Russell,Andrew Tye,5,1,1,1,0,1,0,0
Andre Russell,Andrew Tye,7,1,1,1,0,1,0,0
Andre Russell,Andrew Tye,8,1,1,1,0,1,0,0
Andre Russell,Avesh Khan,1,1,1,1,0,1,0,0
Andre Russell,Avesh Khan,2,1,1,1,0,1,0,0
Andre Russell,Avesh Khan,3,1,1,1,0,1,0,0
Andre Russell,Avesh Khan,4,2,1,1,0,1,0,0
Andre Russell,Avesh Khan,5,1,1,1,0,1,0,1
Andre Russell,Avesh Khan,6,1,1,1,0,1,0,1
Andre Russell,Avesh Khan,7,1,1,1,0,1,0,1
Andre Russell,Axar Patel,3,1,1,1,0,1,0,1
Andre Russell,Axar Patel,4,1,1,1,0,1,0,1
Andre Russell,Axar Patel,5,1,1,1,0,1,0,1
Andre Russell,Axar Patel,6,1,1,1,0,1,0,1
Andre Russell,Barinder Sran,1,1,1,1,0,1,0,1
Andre Russell,Barinder Sran,3,1,1,1,0,1,0,1
Andre Russell,Barinder Sran,4,1,1,1,0,1,0,1
Andre Russell,Barinder Sran,5,1,1,1,0,1,0,1
Andre Russell,Barinder Sran,6,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,1,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,2,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,3,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,4,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,5,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,6,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,7,1,1,1,0,1,0,1
Andre Russell,Ben Laughlin,8,1,1,1,0,1,0,1
Andre Russell,Ben Stokes,4,1,1,1,0,1,0,1
